snowpack,date,season,continent,region,resort,day_of_year
157,2013-03-17 00:00:00+00:00,2012,Europe,tuscany,abetone,76
157,2013-03-18 00:00:00+00:00,2012,Europe,tuscany,abetone,77
157,2013-03-19 00:00:00+00:00,2012,Europe,tuscany,abetone,78
157,2013-03-20 00:00:00+00:00,2012,Europe,tuscany,abetone,79
157,2013-03-21 00:00:00+00:00,2012,Europe,tuscany,abetone,80
157,2013-03-22 00:00:00+00:00,2012,Europe,tuscany,abetone,81
157,2013-03-23 00:00:00+00:00,2012,Europe,tuscany,abetone,82
157,2013-03-24 00:00:00+00:00,2012,Europe,tuscany,abetone,83
157,2013-03-25 00:00:00+00:00,2012,Europe,tuscany,abetone,84
157,2013-03-26 00:00:00+00:00,2012,Europe,tuscany,abetone,85
157,2013-03-27 00:00:00+00:00,2012,Europe,tuscany,abetone,86
138,2013-03-28 00:00:00+00:00,2012,Europe,tuscany,abetone,87
138,2013-03-29 00:00:00+00:00,2012,Europe,tuscany,abetone,88
138,2013-03-30 00:00:00+00:00,2012,Europe,tuscany,abetone,89
138,2013-03-31 00:00:00+00:00,2012,Europe,tuscany,abetone,90
138,2013-04-01 00:00:00+00:00,2012,Europe,tuscany,abetone,91
138,2013-04-02 00:00:00+00:00,2012,Europe,tuscany,abetone,92
138,2013-04-03 00:00:00+00:00,2012,Europe,tuscany,abetone,93
138,2013-04-04 00:00:00+00:00,2012,Europe,tuscany,abetone,94
138,2013-04-05 00:00:00+00:00,2012,Europe,tuscany,abetone,95
138,2013-04-06 00:00:00+00:00,2012,Europe,tuscany,abetone,96
138,2013-04-07 00:00:00+00:00,2012,Europe,tuscany,abetone,97
138,2013-04-08 00:00:00+00:00,2012,Europe,tuscany,abetone,98
138,2013-04-09 00:00:00+00:00,2012,Europe,tuscany,abetone,99
138,2013-04-10 00:00:00+00:00,2012,Europe,tuscany,abetone,100
138,2013-04-11 00:00:00+00:00,2012,Europe,tuscany,abetone,101
138,2013-04-12 00:00:00+00:00,2012,Europe,tuscany,abetone,102
138,2013-04-13 00:00:00+00:00,2012,Europe,tuscany,abetone,103
138,2013-04-14 00:00:00+00:00,2012,Europe,tuscany,abetone,104
138,2013-04-15 00:00:00+00:00,2012,Europe,tuscany,abetone,105
138,2013-04-16 00:00:00+00:00,2012,Europe,tuscany,abetone,106
138,2013-04-17 00:00:00+00:00,2012,Europe,tuscany,abetone,107
138,2013-04-18 00:00:00+00:00,2012,Europe,tuscany,abetone,108
138,2013-04-19 00:00:00+00:00,2012,Europe,tuscany,abetone,109
118,2013-04-20 00:00:00+00:00,2012,Europe,tuscany,abetone,110
118,2013-04-21 00:00:00+00:00,2012,Europe,tuscany,abetone,111
118,2013-04-22 00:00:00+00:00,2012,Europe,tuscany,abetone,112
118,2013-04-23 00:00:00+00:00,2012,Europe,tuscany,abetone,113
98,2013-04-24 00:00:00+00:00,2012,Europe,tuscany,abetone,114
79,2013-04-25 00:00:00+00:00,2012,Europe,tuscany,abetone,115
79,2013-04-26 00:00:00+00:00,2012,Europe,tuscany,abetone,116
79,2013-04-27 00:00:00+00:00,2012,Europe,tuscany,abetone,117
79,2013-04-28 00:00:00+00:00,2012,Europe,tuscany,abetone,118
79,2013-04-29 00:00:00+00:00,2012,Europe,tuscany,abetone,119
79,2013-04-30 00:00:00+00:00,2012,Europe,tuscany,abetone,120
59,2013-05-02 00:00:00+00:00,2012,Europe,tuscany,abetone,122
59,2013-05-03 00:00:00+00:00,2012,Europe,tuscany,abetone,123
59,2013-05-04 00:00:00+00:00,2012,Europe,tuscany,abetone,124
59,2013-05-05 00:00:00+00:00,2012,Europe,tuscany,abetone,125
59,2013-05-06 00:00:00+00:00,2012,Europe,tuscany,abetone,126
8,2011-12-22 00:00:00+00:00,2011,Europe,tuscany,abetone,356
8,2011-12-23 00:00:00+00:00,2011,Europe,tuscany,abetone,357
12,2011-12-24 00:00:00+00:00,2011,Europe,tuscany,abetone,358
12,2011-12-25 00:00:00+00:00,2011,Europe,tuscany,abetone,359
12,2011-12-26 00:00:00+00:00,2011,Europe,tuscany,abetone,360
12,2011-12-27 00:00:00+00:00,2011,Europe,tuscany,abetone,361
12,2011-12-28 00:00:00+00:00,2011,Europe,tuscany,abetone,362
12,2011-12-29 00:00:00+00:00,2011,Europe,tuscany,abetone,363
12,2011-12-30 00:00:00+00:00,2011,Europe,tuscany,abetone,364
12,2011-12-31 00:00:00+00:00,2011,Europe,tuscany,abetone,365
12,2012-01-01 00:00:00+00:00,2011,Europe,tuscany,abetone,1
12,2012-01-02 00:00:00+00:00,2011,Europe,tuscany,abetone,2
8,2012-01-03 00:00:00+00:00,2011,Europe,tuscany,abetone,3
8,2012-01-04 00:00:00+00:00,2011,Europe,tuscany,abetone,4
8,2012-01-05 00:00:00+00:00,2011,Europe,tuscany,abetone,5
8,2012-01-06 00:00:00+00:00,2011,Europe,tuscany,abetone,6
8,2012-01-07 00:00:00+00:00,2011,Europe,tuscany,abetone,7
8,2012-01-08 00:00:00+00:00,2011,Europe,tuscany,abetone,8
8,2012-01-09 00:00:00+00:00,2011,Europe,tuscany,abetone,9
8,2012-01-10 00:00:00+00:00,2011,Europe,tuscany,abetone,10
8,2012-01-11 00:00:00+00:00,2011,Europe,tuscany,abetone,11
8,2012-01-12 00:00:00+00:00,2011,Europe,tuscany,abetone,12
8,2012-01-13 00:00:00+00:00,2011,Europe,tuscany,abetone,13
8,2012-01-14 00:00:00+00:00,2011,Europe,tuscany,abetone,14
8,2012-01-15 00:00:00+00:00,2011,Europe,tuscany,abetone,15
8,2012-01-16 00:00:00+00:00,2011,Europe,tuscany,abetone,16
8,2012-01-17 00:00:00+00:00,2011,Europe,tuscany,abetone,17
8,2012-01-18 00:00:00+00:00,2011,Europe,tuscany,abetone,18
8,2012-01-19 00:00:00+00:00,2011,Europe,tuscany,abetone,19
8,2012-01-20 00:00:00+00:00,2011,Europe,tuscany,abetone,20
8,2012-01-21 00:00:00+00:00,2011,Europe,tuscany,abetone,21
8,2012-01-22 00:00:00+00:00,2011,Europe,tuscany,abetone,22
8,2012-01-23 00:00:00+00:00,2011,Europe,tuscany,abetone,23
8,2012-01-24 00:00:00+00:00,2011,Europe,tuscany,abetone,24
8,2012-01-25 00:00:00+00:00,2011,Europe,tuscany,abetone,25
8,2012-01-26 00:00:00+00:00,2011,Europe,tuscany,abetone,26
8,2012-01-27 00:00:00+00:00,2011,Europe,tuscany,abetone,27
8,2012-01-28 00:00:00+00:00,2011,Europe,tuscany,abetone,28
8,2012-01-29 00:00:00+00:00,2011,Europe,tuscany,abetone,29
8,2012-01-30 00:00:00+00:00,2011,Europe,tuscany,abetone,30
8,2012-01-31 00:00:00+00:00,2011,Europe,tuscany,abetone,31
28,2012-02-01 00:00:00+00:00,2011,Europe,tuscany,abetone,32
31,2012-02-02 00:00:00+00:00,2011,Europe,tuscany,abetone,33
31,2012-02-03 00:00:00+00:00,2011,Europe,tuscany,abetone,34
31,2012-02-04 00:00:00+00:00,2011,Europe,tuscany,abetone,35
31,2012-02-05 00:00:00+00:00,2011,Europe,tuscany,abetone,36
31,2012-02-06 00:00:00+00:00,2011,Europe,tuscany,abetone,37
31,2012-02-07 00:00:00+00:00,2011,Europe,tuscany,abetone,38
31,2012-02-08 00:00:00+00:00,2011,Europe,tuscany,abetone,39
39,2012-02-09 00:00:00+00:00,2011,Europe,tuscany,abetone,40
39,2012-02-10 00:00:00+00:00,2011,Europe,tuscany,abetone,41
39,2012-02-11 00:00:00+00:00,2011,Europe,tuscany,abetone,42
39,2012-02-12 00:00:00+00:00,2011,Europe,tuscany,abetone,43
39,2012-02-13 00:00:00+00:00,2011,Europe,tuscany,abetone,44
39,2012-02-14 00:00:00+00:00,2011,Europe,tuscany,abetone,45
39,2012-02-15 00:00:00+00:00,2011,Europe,tuscany,abetone,46
39,2012-02-16 00:00:00+00:00,2011,Europe,tuscany,abetone,47
39,2012-02-17 00:00:00+00:00,2011,Europe,tuscany,abetone,48
39,2012-02-18 00:00:00+00:00,2011,Europe,tuscany,abetone,49
39,2012-02-19 00:00:00+00:00,2011,Europe,tuscany,abetone,50
43,2012-02-20 00:00:00+00:00,2011,Europe,tuscany,abetone,51
47,2012-02-21 00:00:00+00:00,2011,Europe,tuscany,abetone,52
47,2012-02-22 00:00:00+00:00,2011,Europe,tuscany,abetone,53
47,2012-02-23 00:00:00+00:00,2011,Europe,tuscany,abetone,54
47,2012-02-24 00:00:00+00:00,2011,Europe,tuscany,abetone,55
47,2012-02-25 00:00:00+00:00,2011,Europe,tuscany,abetone,56
47,2012-02-26 00:00:00+00:00,2011,Europe,tuscany,abetone,57
47,2012-02-27 00:00:00+00:00,2011,Europe,tuscany,abetone,58
47,2012-02-28 00:00:00+00:00,2011,Europe,tuscany,abetone,59
47,2012-02-29 00:00:00+00:00,2011,Europe,tuscany,abetone,60
47,2012-03-01 00:00:00+00:00,2011,Europe,tuscany,abetone,61
39,2012-03-02 00:00:00+00:00,2011,Europe,tuscany,abetone,62
39,2012-03-03 00:00:00+00:00,2011,Europe,tuscany,abetone,63
39,2012-03-04 00:00:00+00:00,2011,Europe,tuscany,abetone,64
39,2012-03-05 00:00:00+00:00,2011,Europe,tuscany,abetone,65
43,2012-03-06 00:00:00+00:00,2011,Europe,tuscany,abetone,66
43,2012-03-07 00:00:00+00:00,2011,Europe,tuscany,abetone,67
39,2012-03-08 00:00:00+00:00,2011,Europe,tuscany,abetone,68
39,2012-03-09 00:00:00+00:00,2011,Europe,tuscany,abetone,69
39,2012-03-10 00:00:00+00:00,2011,Europe,tuscany,abetone,70
39,2012-03-11 00:00:00+00:00,2011,Europe,tuscany,abetone,71
39,2012-03-12 00:00:00+00:00,2011,Europe,tuscany,abetone,72
39,2012-03-13 00:00:00+00:00,2011,Europe,tuscany,abetone,73
39,2012-03-14 00:00:00+00:00,2011,Europe,tuscany,abetone,74
35,2012-03-15 00:00:00+00:00,2011,Europe,tuscany,abetone,75
35,2012-03-16 00:00:00+00:00,2011,Europe,tuscany,abetone,76
35,2012-03-17 00:00:00+00:00,2011,Europe,tuscany,abetone,77
35,2012-03-18 00:00:00+00:00,2011,Europe,tuscany,abetone,78
31,2012-03-19 00:00:00+00:00,2011,Europe,tuscany,abetone,79
31,2012-03-20 00:00:00+00:00,2011,Europe,tuscany,abetone,80
31,2012-03-21 00:00:00+00:00,2011,Europe,tuscany,abetone,81
31,2012-03-22 00:00:00+00:00,2011,Europe,tuscany,abetone,82
31,2012-03-23 00:00:00+00:00,2011,Europe,tuscany,abetone,83
31,2012-03-24 00:00:00+00:00,2011,Europe,tuscany,abetone,84
31,2012-03-25 00:00:00+00:00,2011,Europe,tuscany,abetone,85
31,2012-03-26 00:00:00+00:00,2011,Europe,tuscany,abetone,86
31,2012-03-27 00:00:00+00:00,2011,Europe,tuscany,abetone,87
31,2012-03-28 00:00:00+00:00,2011,Europe,tuscany,abetone,88
31,2012-03-29 00:00:00+00:00,2011,Europe,tuscany,abetone,89
31,2012-03-30 00:00:00+00:00,2011,Europe,tuscany,abetone,90
20,2012-03-31 00:00:00+00:00,2011,Europe,tuscany,abetone,91
20,2012-04-01 00:00:00+00:00,2011,Europe,tuscany,abetone,92
20,2012-04-02 00:00:00+00:00,2011,Europe,tuscany,abetone,93
20,2012-04-03 00:00:00+00:00,2011,Europe,tuscany,abetone,94
20,2012-04-04 00:00:00+00:00,2011,Europe,tuscany,abetone,95
12,2012-04-05 00:00:00+00:00,2011,Europe,tuscany,abetone,96
12,2012-04-06 00:00:00+00:00,2011,Europe,tuscany,abetone,97
12,2012-04-07 00:00:00+00:00,2011,Europe,tuscany,abetone,98
12,2012-04-08 00:00:00+00:00,2011,Europe,tuscany,abetone,99
12,2012-04-09 00:00:00+00:00,2011,Europe,tuscany,abetone,100
12,2012-04-10 00:00:00+00:00,2011,Europe,tuscany,abetone,101
12,2012-04-11 00:00:00+00:00,2011,Europe,tuscany,abetone,102
12,2012-04-12 00:00:00+00:00,2011,Europe,tuscany,abetone,103
12,2012-04-13 00:00:00+00:00,2011,Europe,tuscany,abetone,104
12,2012-04-14 00:00:00+00:00,2011,Europe,tuscany,abetone,105
12,2012-04-15 00:00:00+00:00,2011,Europe,tuscany,abetone,106
12,2012-04-16 00:00:00+00:00,2011,Europe,tuscany,abetone,107
12,2012-04-17 00:00:00+00:00,2011,Europe,tuscany,abetone,108
12,2012-04-18 00:00:00+00:00,2011,Europe,tuscany,abetone,109
12,2012-04-19 00:00:00+00:00,2011,Europe,tuscany,abetone,110
16,2012-04-20 00:00:00+00:00,2011,Europe,tuscany,abetone,111
16,2012-04-21 00:00:00+00:00,2011,Europe,tuscany,abetone,112
16,2012-04-22 00:00:00+00:00,2011,Europe,tuscany,abetone,113
16,2012-04-23 00:00:00+00:00,2011,Europe,tuscany,abetone,114
16,2012-04-24 00:00:00+00:00,2011,Europe,tuscany,abetone,115
16,2012-04-25 00:00:00+00:00,2011,Europe,tuscany,abetone,116
16,2012-04-27 00:00:00+00:00,2011,Europe,tuscany,abetone,118
16,2010-12-17 00:00:00+00:00,2010,Europe,tuscany,abetone,351
16,2010-12-18 00:00:00+00:00,2010,Europe,tuscany,abetone,352
16,2010-12-19 00:00:00+00:00,2010,Europe,tuscany,abetone,353
16,2010-12-20 00:00:00+00:00,2010,Europe,tuscany,abetone,354
16,2010-12-21 00:00:00+00:00,2010,Europe,tuscany,abetone,355
16,2010-12-22 00:00:00+00:00,2010,Europe,tuscany,abetone,356
16,2010-12-23 00:00:00+00:00,2010,Europe,tuscany,abetone,357
16,2010-12-26 00:00:00+00:00,2010,Europe,tuscany,abetone,360
16,2010-12-27 00:00:00+00:00,2010,Europe,tuscany,abetone,361
16,2010-12-28 00:00:00+00:00,2010,Europe,tuscany,abetone,362
16,2010-12-29 00:00:00+00:00,2010,Europe,tuscany,abetone,363
16,2010-12-30 00:00:00+00:00,2010,Europe,tuscany,abetone,364
16,2010-12-31 00:00:00+00:00,2010,Europe,tuscany,abetone,365
16,2011-01-01 00:00:00+00:00,2010,Europe,tuscany,abetone,1
16,2011-01-02 00:00:00+00:00,2010,Europe,tuscany,abetone,2
16,2011-01-03 00:00:00+00:00,2010,Europe,tuscany,abetone,3
16,2011-01-04 00:00:00+00:00,2010,Europe,tuscany,abetone,4
16,2011-01-05 00:00:00+00:00,2010,Europe,tuscany,abetone,5
16,2011-01-06 00:00:00+00:00,2010,Europe,tuscany,abetone,6
16,2011-01-07 00:00:00+00:00,2010,Europe,tuscany,abetone,7
16,2011-01-08 00:00:00+00:00,2010,Europe,tuscany,abetone,8
16,2011-01-09 00:00:00+00:00,2010,Europe,tuscany,abetone,9
16,2011-01-10 00:00:00+00:00,2010,Europe,tuscany,abetone,10
16,2011-01-11 00:00:00+00:00,2010,Europe,tuscany,abetone,11
16,2011-01-12 00:00:00+00:00,2010,Europe,tuscany,abetone,12
16,2011-01-13 00:00:00+00:00,2010,Europe,tuscany,abetone,13
16,2011-01-14 00:00:00+00:00,2010,Europe,tuscany,abetone,14
16,2011-01-15 00:00:00+00:00,2010,Europe,tuscany,abetone,15
16,2011-01-16 00:00:00+00:00,2010,Europe,tuscany,abetone,16
16,2011-01-17 00:00:00+00:00,2010,Europe,tuscany,abetone,17
16,2011-01-18 00:00:00+00:00,2010,Europe,tuscany,abetone,18
16,2011-01-19 00:00:00+00:00,2010,Europe,tuscany,abetone,19
16,2011-01-20 00:00:00+00:00,2010,Europe,tuscany,abetone,20
24,2011-01-21 00:00:00+00:00,2010,Europe,tuscany,abetone,21
28,2011-01-22 00:00:00+00:00,2010,Europe,tuscany,abetone,22
35,2011-01-23 00:00:00+00:00,2010,Europe,tuscany,abetone,23
35,2011-01-24 00:00:00+00:00,2010,Europe,tuscany,abetone,24
35,2011-01-25 00:00:00+00:00,2010,Europe,tuscany,abetone,25
28,2011-01-26 00:00:00+00:00,2010,Europe,tuscany,abetone,26
28,2011-01-27 00:00:00+00:00,2010,Europe,tuscany,abetone,27
28,2011-01-28 00:00:00+00:00,2010,Europe,tuscany,abetone,28
28,2011-01-29 00:00:00+00:00,2010,Europe,tuscany,abetone,29
28,2011-01-30 00:00:00+00:00,2010,Europe,tuscany,abetone,30
35,2011-01-31 00:00:00+00:00,2010,Europe,tuscany,abetone,31
35,2011-02-01 00:00:00+00:00,2010,Europe,tuscany,abetone,32
35,2011-02-02 00:00:00+00:00,2010,Europe,tuscany,abetone,33
35,2011-02-03 00:00:00+00:00,2010,Europe,tuscany,abetone,34
35,2011-02-04 00:00:00+00:00,2010,Europe,tuscany,abetone,35
35,2011-02-05 00:00:00+00:00,2010,Europe,tuscany,abetone,36
35,2011-02-06 00:00:00+00:00,2010,Europe,tuscany,abetone,37
35,2011-02-07 00:00:00+00:00,2010,Europe,tuscany,abetone,38
35,2011-02-08 00:00:00+00:00,2010,Europe,tuscany,abetone,39
35,2011-02-09 00:00:00+00:00,2010,Europe,tuscany,abetone,40
35,2011-02-10 00:00:00+00:00,2010,Europe,tuscany,abetone,41
31,2011-02-11 00:00:00+00:00,2010,Europe,tuscany,abetone,42
31,2011-02-12 00:00:00+00:00,2010,Europe,tuscany,abetone,43
31,2011-02-13 00:00:00+00:00,2010,Europe,tuscany,abetone,44
31,2011-02-14 00:00:00+00:00,2010,Europe,tuscany,abetone,45
31,2011-02-15 00:00:00+00:00,2010,Europe,tuscany,abetone,46
35,2011-02-16 00:00:00+00:00,2010,Europe,tuscany,abetone,47
47,2011-02-17 00:00:00+00:00,2010,Europe,tuscany,abetone,48
55,2011-02-18 00:00:00+00:00,2010,Europe,tuscany,abetone,49
55,2011-02-19 00:00:00+00:00,2010,Europe,tuscany,abetone,50
55,2011-02-20 00:00:00+00:00,2010,Europe,tuscany,abetone,51
55,2011-02-21 00:00:00+00:00,2010,Europe,tuscany,abetone,52
51,2011-02-22 00:00:00+00:00,2010,Europe,tuscany,abetone,53
51,2011-02-23 00:00:00+00:00,2010,Europe,tuscany,abetone,54
47,2011-02-24 00:00:00+00:00,2010,Europe,tuscany,abetone,55
47,2011-02-25 00:00:00+00:00,2010,Europe,tuscany,abetone,56
47,2011-02-26 00:00:00+00:00,2010,Europe,tuscany,abetone,57
47,2011-02-27 00:00:00+00:00,2010,Europe,tuscany,abetone,58
47,2011-02-28 00:00:00+00:00,2010,Europe,tuscany,abetone,59
47,2011-03-01 00:00:00+00:00,2010,Europe,tuscany,abetone,60
47,2011-03-02 00:00:00+00:00,2010,Europe,tuscany,abetone,61
47,2011-03-03 00:00:00+00:00,2010,Europe,tuscany,abetone,62
59,2011-03-04 00:00:00+00:00,2010,Europe,tuscany,abetone,63
59,2011-03-05 00:00:00+00:00,2010,Europe,tuscany,abetone,64
59,2011-03-06 00:00:00+00:00,2010,Europe,tuscany,abetone,65
59,2011-03-07 00:00:00+00:00,2010,Europe,tuscany,abetone,66
59,2011-03-08 00:00:00+00:00,2010,Europe,tuscany,abetone,67
59,2011-03-09 00:00:00+00:00,2010,Europe,tuscany,abetone,68
59,2011-03-10 00:00:00+00:00,2010,Europe,tuscany,abetone,69
59,2011-03-11 00:00:00+00:00,2010,Europe,tuscany,abetone,70
59,2011-03-12 00:00:00+00:00,2010,Europe,tuscany,abetone,71
59,2011-03-13 00:00:00+00:00,2010,Europe,tuscany,abetone,72
59,2011-03-14 00:00:00+00:00,2010,Europe,tuscany,abetone,73
59,2011-03-15 00:00:00+00:00,2010,Europe,tuscany,abetone,74
59,2011-03-16 00:00:00+00:00,2010,Europe,tuscany,abetone,75
51,2011-03-17 00:00:00+00:00,2010,Europe,tuscany,abetone,76
51,2011-03-18 00:00:00+00:00,2010,Europe,tuscany,abetone,77
51,2011-03-19 00:00:00+00:00,2010,Europe,tuscany,abetone,78
51,2011-03-20 00:00:00+00:00,2010,Europe,tuscany,abetone,79
51,2011-03-21 00:00:00+00:00,2010,Europe,tuscany,abetone,80
51,2011-03-22 00:00:00+00:00,2010,Europe,tuscany,abetone,81
51,2011-03-23 00:00:00+00:00,2010,Europe,tuscany,abetone,82
47,2011-03-24 00:00:00+00:00,2010,Europe,tuscany,abetone,83
47,2011-03-25 00:00:00+00:00,2010,Europe,tuscany,abetone,84
47,2011-03-26 00:00:00+00:00,2010,Europe,tuscany,abetone,85
47,2011-03-27 00:00:00+00:00,2010,Europe,tuscany,abetone,86
43,2011-03-28 00:00:00+00:00,2010,Europe,tuscany,abetone,87
43,2011-03-29 00:00:00+00:00,2010,Europe,tuscany,abetone,88
43,2011-03-30 00:00:00+00:00,2010,Europe,tuscany,abetone,89
43,2011-03-31 00:00:00+00:00,2010,Europe,tuscany,abetone,90
43,2011-04-01 00:00:00+00:00,2010,Europe,tuscany,abetone,91
43,2011-04-02 00:00:00+00:00,2010,Europe,tuscany,abetone,92
43,2011-04-03 00:00:00+00:00,2010,Europe,tuscany,abetone,93
35,2011-04-04 00:00:00+00:00,2010,Europe,tuscany,abetone,94
35,2011-04-05 00:00:00+00:00,2010,Europe,tuscany,abetone,95
35,2011-04-06 00:00:00+00:00,2010,Europe,tuscany,abetone,96
35,2011-04-07 00:00:00+00:00,2010,Europe,tuscany,abetone,97
35,2011-04-08 00:00:00+00:00,2010,Europe,tuscany,abetone,98
20,2011-04-09 00:00:00+00:00,2010,Europe,tuscany,abetone,99
20,2011-04-10 00:00:00+00:00,2010,Europe,tuscany,abetone,100
20,2011-04-11 00:00:00+00:00,2010,Europe,tuscany,abetone,101
20,2011-04-12 00:00:00+00:00,2010,Europe,tuscany,abetone,102
20,2011-04-13 00:00:00+00:00,2010,Europe,tuscany,abetone,103
20,2011-04-14 00:00:00+00:00,2010,Europe,tuscany,abetone,104
20,2011-04-15 00:00:00+00:00,2010,Europe,tuscany,abetone,105
20,2011-04-16 00:00:00+00:00,2010,Europe,tuscany,abetone,106
20,2011-04-17 00:00:00+00:00,2010,Europe,tuscany,abetone,107
20,2011-04-18 00:00:00+00:00,2010,Europe,tuscany,abetone,108
20,2011-04-19 00:00:00+00:00,2010,Europe,tuscany,abetone,109
20,2011-04-20 00:00:00+00:00,2010,Europe,tuscany,abetone,110
20,2011-04-21 00:00:00+00:00,2010,Europe,tuscany,abetone,111
20,2011-04-22 00:00:00+00:00,2010,Europe,tuscany,abetone,112
20,2011-04-23 00:00:00+00:00,2010,Europe,tuscany,abetone,113
20,2011-04-24 00:00:00+00:00,2010,Europe,tuscany,abetone,114
20,2011-04-25 00:00:00+00:00,2010,Europe,tuscany,abetone,115
20,2011-04-26 00:00:00+00:00,2010,Europe,tuscany,abetone,116
20,2011-04-27 00:00:00+00:00,2010,Europe,tuscany,abetone,117
20,2011-04-29 00:00:00+00:00,2010,Europe,tuscany,abetone,119
5,2019-11-08 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,312
5,2019-11-09 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,313
5,2019-11-10 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,314
5,2019-11-11 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,315
5,2019-11-12 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,316
5,2019-11-13 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,317
5,2019-11-14 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,318
5,2019-11-15 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,319
10,2019-11-16 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,320
10,2019-11-17 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,321
10,2019-11-18 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,322
16,2019-11-19 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,323
16,2019-11-20 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,324
16,2019-11-21 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,325
12,2019-11-22 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,326
12,2019-11-23 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,327
8,2019-11-24 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,328
8,2019-11-25 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,329
8,2019-11-26 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,330
8,2019-11-27 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,331
8,2019-11-28 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,332
8,2019-11-29 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,333
8,2019-11-30 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,334
8,2019-12-01 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,335
8,2019-12-02 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,336
8,2019-12-03 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,337
8,2019-12-04 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,338
8,2019-12-05 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,339
8,2019-12-06 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,340
8,2019-12-07 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,341
8,2019-12-08 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,342
8,2019-12-09 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,343
8,2019-12-10 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,344
35,2019-12-11 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,345
35,2019-12-12 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,346
35,2019-12-13 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,347
35,2019-12-14 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,348
35,2019-12-15 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,349
35,2019-12-16 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,350
35,2019-12-17 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,351
35,2019-12-18 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,352
31,2019-12-19 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,353
31,2019-12-20 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,354
28,2019-12-21 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,355
20,2019-12-22 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,356
20,2019-12-23 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,357
20,2019-12-24 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,358
35,2019-12-25 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,359
35,2019-12-26 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,360
34,2019-12-27 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,361
34,2019-12-28 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,362
34,2019-12-29 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,363
34,2019-12-30 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,364
34,2019-12-31 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,365
34,2020-01-01 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,1
34,2020-01-02 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,2
34,2020-01-03 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,3
33,2020-01-04 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,4
33,2020-01-05 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,5
33,2020-01-06 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,6
33,2020-01-07 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,7
33,2020-01-08 00:00:00+00:00,2019,Europe,bernese-oberland,adelboden,8
